Fix,GPS,40.8931470662,29.3753120676,178.0,0.0,10.0,,1774382529000,0.02,,210940697532248,12.0,0,,,
Fix,GPS,40.8931470662,29.3753120676,178.0,0.0,9.0,,1774382530000,0.05,,210941723180132,11.0,0,,,
Fix,GPS,40.8931470662,29.3753120676,178.0,0.0,9.0,,1774382531000,0.03,,210942717565093,11.0,0,,,
Fix,GPS,40.8931612317,29.3753102235,179.0,0.52,6.0,45.7,1774382532000,0.28,14.7,210943718422862,7.0,0,,,
Fix,GPS,40.8931584237,29.3753045239,172.0,0.42,5.5,203.1,1774382533000,0.9,41.2,210944733639322,6.0,0,,,
Fix,GPS,40.8931543585,29.3753074575,172.0,0.57,6.5,145.2,1774382534000,0.6,23.1,210945720828591,7.0,0,,,
Fix,GPS,40.8931411570,29.3753238861,171.0,0.94,5.5,148.0,1774382535000,0.99,24.7,210946737686821,7.0,0,,,
Fix,GPS,40.8931342000,29.3753186055,171.0,0.59,5.0,161.8,1774382536000,0.59,18.5,210947726134051,6.0,0,,,
Fix,GPS,40.8931343257,29.3753264844,171.0,0.44,5.0,146.6,1774382537000,0.46,19.0,210948735103512,6.0,0,,,
Fix,GPS,40.8931382233,29.3753360398,170.0,0.65,4.5,139.2,1774382538000,0.38,11.3,210949711638703,5.0,0,,,
Fix,GPS,40.8931402769,29.3753419910,171.0,0.59,5.0,110.4,1774382539000,1.13,54.8,210950716883626,5.0,0,,,
Fix,GPS,40.8931385586,29.3753512949,171.0,0.52,4.5,105.3,1774382540000,0.35,16.1,210951725947202,5.0,0,,,
Fix,GPS,40.8931388520,29.3753583357,170.0,0.42999998,4.5,93.2,1774382541000,0.66,136.0,210952725535317,5.0,0,,,
Fix,GPS,40.8931406541,29.3753675558,169.0,0.88,4.5,84.2,1774382542000,1.01,25.2,210953708564970,5.0,0,,,
Fix,GPS,40.8931366308,29.3753698189,169.0,0.04,4.5,89.8,1774382543000,0.89,31.5,210954718745661,5.0,0,,,
Fix,GPS,40.8931339066,29.3753713276,168.0,0.14999999,4.5,89.8,1774382544000,0.32,43.0,210955721098045,5.0,0,,,
Fix,GPS,40.8931338647,29.3753766082,167.0,0.71,4.0,89.8,1774382545000,0.6,56.7,210956709458275,4.0,0,,,
Fix,GPS,40.8931239741,29.3753859121,166.0,0.74,4.0,127.1,1774382546000,0.68,24.6,210957726087852,4.0,0,,,
Fix,GPS,40.8931158856,29.3753866665,166.0,0.56,4.0,129.0,1774382547000,0.48,15.0,210958715290389,4.0,0,,,
Fix,GPS,40.8931097249,29.3754030112,165.0,0.85999995,4.0,114.4,1774382548000,0.48,12.5,210959720441927,4.0,0,,,
Fix,GPS,40.8931067493,29.3754117284,165.0,0.7,4.0,123.3,1774382549000,0.38,10.2,210960742519503,4.0,0,,,
Fix,GPS,40.8931010077,29.3754205294,165.0,0.68,4.0,129.2,1774382550000,0.27,8.0,210961735624810,4.0,0,,,
Fix,GPS,40.8930957271,29.3754255585,165.0,0.88,4.0,135.6,1774382551000,0.27,6.0,210962722404502,4.0,0,,,
Fix,GPS,40.8930883929,29.3754352815,166.0,0.95,4.0,138.5,1774382552000,0.2,4.5,210963716492501,4.0,0,,,
Fix,GPS,40.8930789214,29.3754410651,167.0,0.96999997,3.5,143.8,1774382553000,0.19,4.1,210964737857270,4.0,0,,,
Fix,GPS,40.8930748142,29.3754482735,167.0,0.59999996,3.5,145.6,1774382554000,0.54,7.9,210965735311577,4.0,0,,,
Fix,GPS,40.8930668514,29.3754576612,167.0,0.83,3.5,135.0,1774382555000,0.31,7.7,210966729097345,3.0,0,,,
Fix,GPS,40.8930597687,29.3754671328,167.0,0.85999995,3.5,137.8,1774382556000,0.22,5.4,210967732094652,3.0,0,,,
Fix,GPS,40.8930527279,29.3754723296,167.0,0.59,3.5,134.3,1774382557000,0.25,7.5,210968741565344,3.0,0,,,
Fix,GPS,40.8930458128,29.3754770234,167.0,0.93,3.5,140.9,1774382558000,0.28,6.1,210969737901074,3.0,0,,,
Fix,GPS,40.8930375148,29.3754827231,168.0,1.14,3.5,145.2,1774382559000,0.31,5.6,210970734091727,3.0,0,,,
Fix,GPS,40.8930305578,29.3754881714,168.0,1.12,3.5,147.2,1774382560000,0.25,4.8,210971730016765,3.0,0,,,
Fix,GPS,40.8930231817,29.3754938710,168.0,0.7,3.5,144.6,1774382561000,0.28,7.1,210972749022495,3.0,0,,,
Fix,GPS,40.8930136682,29.3754990678,168.0,1.02,3.5,140.6,1774382562000,0.57,9.9,210973738516648,3.0,0,,,
Fix,GPS,40.8930062084,29.3755032588,168.0,0.71,3.5,128.7,1774382563000,0.29,8.5,210974708189724,3.0,0,,,
Fix,GPS,40.8930028975,29.3755079526,168.0,0.32999998,3.5,123.9,1774382564000,0.49,12.5,210975710453185,3.0,0,,,
Fix,GPS,40.8929934260,29.3755090423,168.0,0.84,3.5,145.5,1774382565000,0.38,9.2,210976735590915,3.0,0,,,
Fix,GPS,40.8929866785,29.3755100481,168.0,0.85999995,3.5,160.5,1774382566000,0.28,5.9,210977736671145,3.0,0,,,
Fix,GPS,40.8929784223,29.3755137362,168.0,0.53,3.5,165.5,1774382567000,0.37,8.4,210978740326375,3.0,0,,,
Fix,GPS,40.8929688251,29.3755035941,168.0,0.82,3.5,177.9,1774382568000,0.35,7.9,210979728359490,3.0,0,,,
Fix,GPS,40.8929594373,29.3755027559,167.0,0.90999997,3.5,179.6,1774382569000,0.26,4.9,210980731030220,3.0,0,,,
Fix,GPS,40.8929501334,29.3754967209,167.0,0.72999996,3.5,176.5,1774382570000,0.24,4.7,210981723249373,3.0,0,,,
Fix,GPS,40.8929388598,29.3754968885,168.0,0.65,3.5,172.2,1774382571000,0.18,4.8,210982734148564,3.0,0,,,
Fix,GPS,40.8929329086,29.3755005766,168.0,0.84,3.5,163.7,1774382572000,0.25,5.7,210983723407333,3.0,0,,,
Fix,GPS,40.8929236047,29.3755072821,168.0,0.98999995,3.5,157.9,1774382573000,0.21,4.8,210984730790986,3.0,0,,,
Fix,GPS,40.8929164382,29.3755109701,168.0,0.96,3.5,162.0,1774382574000,0.24,5.1,210985717998755,3.0,0,,,
Fix,GPS,40.8929054579,29.3755117245,169.0,0.9,3.5,161.6,1774382575000,0.21,4.9,210986742100023,3.0,0,,,
Fix,GPS,40.8928993391,29.3755188491,168.0,1.1899999,3.5,156.5,1774382576000,0.26,4.5,210987731349061,3.0,0,,,
Fix,GPS,40.8928894484,29.3755256385,168.0,1.1,3.0,162.9,1774382577000,0.25,4.6,210988736657522,3.0,0,,,
Fix,GPS,40.8928779233,29.3755266443,168.0,0.93,3.0,172.3,1774382578000,0.22,4.1,210989735955406,3.0,0,,,
Fix,GPS,40.8928705472,29.3755320925,168.0,1.17,3.0,168.9,1774382579000,0.27,4.5,210990719000559,2.0,0,,,
Fix,GPS,40.8928603632,29.3755372893,169.0,1.1,3.5,165.3,1774382580000,0.14,2.8,210991730619520,3.0,0,,,
Fix,GPS,40.8928525681,29.3755440786,169.0,1.11,3.5,163.0,1774382581000,0.2,3.7,210992718193057,3.0,0,,,
Fix,GPS,40.8928420488,29.3755450007,169.0,0.95,3.5,158.0,1774382582000,0.2,3.4,210993729915518,3.0,0,,,
Fix,GPS,40.8928361814,29.3755492754,170.0,0.91999996,3.5,161.7,1774382583000,0.15,3.2,210994731881556,3.0,0,,,
Fix,GPS,40.8928283444,29.3755563162,171.0,0.82,3.5,163.6,1774382584000,0.17,3.6,210995727569017,3.0,0,,,
Fix,GPS,40.8928215131,29.3755580764,171.0,0.56,3.0,165.6,1774382585000,0.23,5.8,210996738809170,3.0,0,,,
Fix,GPS,40.8928142209,29.3755604234,171.0,0.69,3.5,165.0,1774382586000,0.15,4.6,210997722794400,3.0,0,,,
Fix,GPS,40.8928091917,29.3755632732,170.0,0.82,3.5,161.2,1774382587000,0.15,4.3,210998736265515,3.0,0,,,
Fix,GPS,40.8927996363,29.3755688053,170.0,0.79999995,3.5,162.7,1774382588000,0.13,3.5,210999741972514,3.0,0,,,
Fix,GPS,40.8927920088,29.3755716551,170.0,0.71,3.5,159.8,1774382589000,0.17,4.3,211000725422936,3.0,0,,,
Fix,GPS,40.8927852614,29.3755747564,171.0,0.93,3.5,165.3,1774382590000,0.19,3.4,211001713525512,3.0,0,,,
Fix,GPS,40.8927761670,29.3755750079,171.0,0.9,3.5,165.6,1774382591000,0.14,3.8,211002715299858,3.0,0,,,
Fix,GPS,40.8927688329,29.3755747564,171.0,0.78999996,3.5,163.3,1774382592000,0.16,3.9,211003751639665,3.0,0,,,
Fix,GPS,40.8927573496,29.3755779415,171.0,1.06,3.5,157.7,1774382593000,0.19,3.4,211004723019164,3.0,0,,,
Fix,GPS,40.8927492611,29.3755851500,171.0,0.96999997,3.5,160.1,1774382594000,0.18,3.7,211005739869356,3.0,0,,,
Fix,GPS,40.8927384485,29.3755885027,172.0,0.94,3.5,164.3,1774382595000,0.13,2.9,211006724805163,3.0,0,,,
Fix,GPS,40.8927311981,29.3755874131,172.0,0.68,3.5,165.1,1774382596000,0.16,4.0,211007731159470,3.0,0,,,
Fix,GPS,40.8927240735,29.3755908497,171.0,0.84,3.5,164.3,1774382597000,0.15,3.8,211008732300854,3.0,0,,,
Fix,GPS,40.8927184576,29.3755920231,171.0,0.88,3.5,168.2,1774382598000,0.14,3.0,211009721266545,3.0,0,,,
Fix,GPS,40.8927105786,29.3755915202,171.0,0.66999996,3.5,166.7,1774382599000,0.24,5.0,211010745186737,3.0,0,,,
Fix,GPS,40.8927054657,29.3755963817,172.0,0.85999995,3.5,159.4,1774382600000,0.14,3.5,211011718953505,3.0,0,,,
Fix,GPS,40.8927004365,29.3756011594,172.0,0.81,3.5,153.8,1774382601000,0.16,3.8,211012720957428,3.0,0,,,
Fix,GPS,40.8926941920,29.3756092899,171.0,0.78,3.5,152.2,1774382602000,0.16,3.9,211013735077196,3.0,0,,,
Fix,GPS,40.8926895820,29.3756171688,172.0,0.62,3.5,146.6,1774382603000,0.18,4.8,211014729861888,3.0,0,,,
Fix,GPS,40.8926830860,29.3756232038,171.0,0.9,3.5,141.7,1774382604000,0.18,4.3,211015726793502,3.0,0,,,
Fix,GPS,40.8926744945,29.3756277300,170.0,0.71999997,3.5,141.9,1774382605000,0.2,5.0,211016744958232,3.0,0,,,
Fix,GPS,40.8926666155,29.3756322563,170.0,0.65999997,3.0,145.2,1774382606000,0.15,4.6,211017729579886,3.0,0,,,
Fix,GPS,40.8926625922,29.3756361958,170.0,0.94,3.5,157.3,1774382607000,0.16,3.3,211018722575039,3.0,0,,,
Fix,GPS,40.8926530369,29.3756384589,170.0,0.9,3.5,158.2,1774382608000,0.16,3.3,211019732732423,3.0,0,,,
Fix,GPS,40.8926436910,29.3756436557,170.0,0.85999995,3.5,155.1,1774382609000,0.21,4.6,211020726731614,3.0,0,,,
Fix,GPS,40.8926386200,29.3756518699,169.0,0.72999996,3.5,153.8,1774382610000,0.16,4.3,211021727336267,3.0,0,,,
Fix,GPS,40.8926283941,29.3756550550,169.0,0.97999996,3.5,158.5,1774382611000,0.18,3.6,211022731986190,3.0,0,,,
Fix,GPS,40.8926204313,29.3756586593,169.0,0.84999996,3.5,165.1,1774382612000,0.15,3.4,211023744116150,3.0,0,,,
Fix,GPS,40.8926140610,29.3756620120,169.0,0.68,3.5,162.3,1774382613000,0.2,4.6,211024727688881,3.0,0,,,
Fix,GPS,40.8926059306,29.3756641075,168.0,0.83,3.5,156.0,1774382614000,0.19,3.9,211025732006457,3.0,0,,,
Fix,GPS,40.8925975487,29.3756709807,168.0,0.89,3.5,146.0,1774382615000,0.29,5.6,211026743582956,3.0,0,,,
Fix,GPS,40.8925873227,29.3756722379,168.0,0.94,3.5,144.6,1774382616000,0.16,3.7,211027747686071,3.0,0,,,
