Fix,GPS,40.8914827136,29.3794878479,189.0,0.32,5.5,249.3,1774383213000,1.59,139.3,211624715435067,7.0,0,,,
Fix,GPS,40.8914861083,29.3794885185,189.0,0.19999999,6.5,315.4,1774383214000,2.25,180.0,211625708281489,7.0,0,,,
Fix,GPS,40.8914882457,29.3794810586,189.0,0.089999996,6.5,0.0,1774383215000,0.45,180.0,211626715131758,7.0,0,,,
Fix,GPS,40.8914864017,29.3794663902,188.0,0.03,6.0,0.0,1774383216000,0.15,180.0,211627729914565,6.0,0,,,
Fix,GPS,40.8914877428,29.3794638757,187.0,0.01,6.0,0.0,1774383217000,0.13,180.0,211628716098064,6.0,0,,,
Fix,GPS,40.8914882457,29.3794603553,187.0,0.0,6.0,,1774383218000,0.13,,211629713606525,6.0,0,,,
Fix,GPS,40.8914892515,29.3794539012,186.0,0.01,5.5,0.0,1774383219000,0.11,180.0,211630721818062,6.0,0,,,
Fix,GPS,40.8914892096,29.3794520572,185.0,0.01,5.5,0.0,1774383220000,0.11,180.0,211631723417716,6.0,0,,,
Fix,GPS,40.8914859826,29.3794565834,185.0,0.01,5.5,0.0,1774383221000,0.12,180.0,211632720206176,6.0,0,,,
Fix,GPS,40.8914879942,29.3794575054,185.0,0.01,5.5,0.0,1774383222000,0.12,180.0,211633723226983,6.0,0,,,
Fix,GPS,40.8914887486,29.3794572540,184.0,0.0,5.5,,1774383223000,0.12,,211634703039137,6.0,0,,,
Fix,GPS,40.8914882457,29.3794592656,185.0,0.01,5.5,0.0,1774383224000,0.12,180.0,211635713024559,6.0,0,,,
Fix,GPS,40.8914851444,29.3794610258,184.0,0.04,5.0,0.0,1774383225000,0.11,180.0,211636705962674,5.0,0,,,
Fix,GPS,40.8914847253,29.3794620316,184.0,0.02,5.0,0.0,1774383226000,0.11,180.0,211637702502558,5.0,0,,,
Fix,GPS,40.8914859407,29.3794618640,184.0,0.02,5.0,0.0,1774383227000,0.11,180.0,211638711880980,5.0,0,,,
