Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983517000,0.01,,34550621319020,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983518000,0.02,,34551627861673,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983519000,0.03,,34552620633557,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983520000,0.02,,34553619432364,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983521000,0.03,,34554634645479,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983522000,0.02,,34555621693170,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983523000,0.03,,34556631083746,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983524000,0.04,,34557633847169,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983525000,0.05,,34558630283591,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983526000,0.02,,34559637978552,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983527000,0.01,,34560631706551,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983528000,0.02,,34561632510589,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983529000,0.01,,34562625395358,4.0,0,,,
Fix,GPS,40.8931373851,29.3752898555,171.0,0.0,4.0,,1774983530000,0.06,,34563633577088,4.0,0,,,
Fix,GPS,40.8931555320,29.3753050268,171.0,0.17999999,3.5,109.0,1774983531000,0.18,30.5,34564627111664,4.0,0,,,
Fix,GPS,40.8931518020,29.3753196951,172.0,0.65999997,3.5,140.3,1774983532000,0.29,12.4,34565642595240,4.0,0,,,
Fix,GPS,40.8931543166,29.3753276579,172.0,0.88,3.5,127.1,1774983533000,0.26,7.3,34566623029932,3.0,0,,,
Fix,GPS,40.8931495389,29.3753308430,173.0,0.7,3.0,138.4,1774983534000,0.25,26.3,34567623358392,3.0,0,,,
Fix,GPS,40.8931463119,29.3753362913,173.0,0.93,3.0,138.4,1774983535000,0.26,50.8,34568622258469,3.0,0,,,
Fix,GPS,40.8931411989,29.3753408175,173.0,0.76,3.0,133.0,1774983536000,0.48,21.2,34569641919006,3.0,0,,,
Fix,GPS,40.8931403188,29.3753417395,172.0,0.68,3.0,131.2,1774983537000,0.22,28.9,34570635645660,3.0,0,,,
Fix,GPS,40.8931322303,29.3753482774,171.0,0.88,3.0,131.2,1774983538000,0.18,37.0,34571626569236,3.0,0,,,
Fix,GPS,40.8931286680,29.3753541447,170.0,0.32999998,2.5,131.2,1774983539000,0.35,45.7,34572640071312,3.0,0,,,
Fix,GPS,40.8931267401,29.3753590062,170.0,0.41,3.0,131.2,1774983540000,1.01,54.8,34573640038888,3.0,0,,,
Fix,GPS,40.8931251056,29.3753668852,169.0,0.64,3.0,131.2,1774983541000,0.29,64.4,34574627511157,3.0,0,,,
Fix,GPS,40.8931203280,29.3753706571,169.0,0.68,3.0,131.2,1774983542000,0.41,74.3,34575629524002,2.0,0,,,
Fix,GPS,40.8931160113,29.3753755186,169.0,0.72999996,3.0,144.1,1774983543000,0.17,5.9,34576640303540,2.0,0,,,
Fix,GPS,40.8931117784,29.3753826432,169.0,0.98999995,3.0,141.9,1774983544000,0.21,4.7,34577629915270,2.0,0,,,
Fix,GPS,40.8931051567,29.3753878400,169.0,1.1999999,3.0,144.5,1774983545000,0.44,7.4,34578641491231,2.0,0,,,
Fix,GPS,40.8930954756,29.3753996585,169.0,1.12,2.5,135.0,1774983546000,0.29,5.7,34579637063692,2.0,0,,,
Fix,GPS,40.8930908237,29.3754040170,169.0,0.90999997,2.5,136.4,1774983547000,0.24,5.4,34580636911037,2.0,0,,,
